cluster,source_entity,source_field,evidence_status,declared_type,declared_not_null,inline_primary_key,inline_unique,ddl_receipt,annotation_receipt,proposed_contract_field,proposed_type,handling,target_status
identity,store_manager,updated_at,declared,datetime(),False,False,False,console/migrations/m240422_190025_manager.php:21,common/models/StoreManager.php:25,identity.StoreManager.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,is_old,declared,tinyInteger(1),False,False,False,console/migrations/m211215_105556_request_to_stories.php:23,common/models/Story.php:19,communication.Story.is_old,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,number_of_employees,declared,smallInteger(6),False,False,False,console/migrations/m220907_103036_no_of_emp.php:17,common/models/Story.php:17,communication.Story.number_of_employees,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,request_uuid,declared,char(60),True,False,False,console/migrations/m211127_154105_add_story_table.php:27,common/models/Story.php:14,communication.Story.request_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,staff_id,declared,integer(),False,False,False,console/migrations/m211127_154105_add_story_table.php:27,common/models/Story.php:16,communication.Story.staff_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,story_created_at,declared,literal-or-annotation:string,False,False,False,console/migrations/m211127_154105_add_story_table.php:27,common/models/Story.php:21,communication.Story.story_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,story_last_updated_at,declared,literal-or-annotation:string,False,False,False,console/migrations/m211127_154105_add_story_table.php:27,common/models/Story.php:22,communication.Story.story_last_updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,story_status,declared,smallInteger(),True,False,False,console/migrations/m211127_154105_add_story_table.php:27,common/models/Story.php:18,communication.Story.story_status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,story_time_spent,declared,integer(),False,False,False,console/migrations/m211127_154105_add_story_table.php:27,common/models/Story.php:20,communication.Story.story_time_spent,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,story_uuid,declared,char(60),False,False,False,console/migrations/m211127_154105_add_story_table.php:27,common/models/Story.php:13,communication.Story.story_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,story,suggestion_uuid,declared,char(60),False,False,False,console/migrations/m211130_141016_add_suggestion_id_to_story_table.php:15,common/models/Story.php:15,communication.Story.suggestion_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,story_activity,activity_created_at,declared,literal-or-annotation:string,False,False,False,console/migrations/m211127_154105_add_story_table.php:71,common/models/StoryActivity.php:20,communication.StoryActivity.activity_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,story_activity,activity_last_updated_at,declared,literal-or-annotation:string,False,False,False,console/migrations/m211127_154105_add_story_table.php:71,common/models/StoryActivity.php:21,communication.StoryActivity.activity_last_updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,story_activity,activity_status,declared,smallInteger(),True,False,False,console/migrations/m211127_154105_add_story_table.php:71,common/models/StoryActivity.php:19,communication.StoryActivity.activity_status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,story_activity,activity_time_spent,declared,integer(),False,False,False,console/migrations/m211127_154105_add_story_table.php:71,common/models/StoryActivity.php:18,communication.StoryActivity.activity_time_spent,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,story_activity,staff_id,declared,integer(),False,False,False,console/migrations/m211127_154105_add_story_table.php:71,common/models/StoryActivity.php:17,communication.StoryActivity.staff_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,story_activity,story_activity_uuid,declared,char(60),False,False,False,console/migrations/m211127_154105_add_story_table.php:71,common/models/StoryActivity.php:15,communication.StoryActivity.story_activity_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,story_activity,story_uuid,declared,char(60),True,False,False,console/migrations/m211127_154105_add_story_table.php:71,common/models/StoryActivity.php:16,communication.StoryActivity.story_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,candidate_id,declared,integer(),False,False,False,console/migrations/m201201_120803_suggesstionn.php:21,common/models/Suggestion.php:19,recruitment.Suggestion.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,fulltimer_uuid,declared,char(60),False,False,False,console/migrations/m201201_120803_suggesstionn.php:21,common/models/Suggestion.php:18,recruitment.Suggestion.fulltimer_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,mail_to_company,declared,tinyInteger(1),False,False,False,console/migrations/m210409_075023_suggestion_sent.php:15,,recruitment.Suggestion.mail_to_company,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,note_uuid,declared,char(60),True,False,False,console/migrations/m201201_120803_suggesstionn.php:21,common/models/Suggestion.php:20,recruitment.Suggestion.note_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,request_uuid,declared,char(60),True,False,False,console/migrations/m201201_120803_suggesstionn.php:21,common/models/Suggestion.php:17,recruitment.Suggestion.request_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,story_uuid,declared,char(60),False,False,False,console/migrations/m220112_103815_suggestion_note_story_uuid.php:22,common/models/Suggestion.php:21,recruitment.Suggestion.story_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,suggestion_datetime,declared,datetime(),True,False,False,console/migrations/m201201_120803_suggesstionn.php:21,common/models/Suggestion.php:23,recruitment.Suggestion.suggestion_datetime,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,suggestion_status,declared,tinyInteger(2),False,False,False,console/migrations/m201201_120803_suggesstionn.php:21,common/models/Suggestion.php:22,recruitment.Suggestion.suggestion_status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,suggestion,suggestion_uuid,declared,char(60),False,False,False,console/migrations/m201201_120803_suggesstionn.php:21,common/models/Suggestion.php:16,recruitment.Suggestion.suggestion_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,tag,created_at,declared,dateTime(),False,False,False,console/migrations/m230510_035749_tag.php:21,common/models/Tag.php:12,profile.Tag.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,tag,tag,declared,string(128),True,False,False,console/migrations/m230510_035749_tag.php:21,common/models/Tag.php:11,profile.Tag.tag,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
profile,tag,tag_id,declared,primaryKey(),False,True,False,console/migrations/m230510_035749_tag.php:21,common/models/Tag.php:10,profile.Tag.tag_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,tag,updated_at,declared,dateTime(),False,False,False,console/migrations/m230510_035749_tag.php:21,common/models/Tag.php:13,profile.Tag.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,candidate_id,declared,integer(11),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:15,communication.Ticket.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,created_at,declared,dateTime(),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:23,communication.Ticket.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,resolution_time,declared,integer(),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:22,communication.Ticket.resolution_time,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,response_time,declared,integer(),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:21,communication.Ticket.response_time,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,staff_id,declared,integer(11),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:16,communication.Ticket.staff_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,ticket_completed_at,declared,dateTime(),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:20,communication.Ticket.ticket_completed_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,ticket_detail,declared,text(),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:17,communication.Ticket.ticket_detail,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,ticket_started_at,declared,dateTime(),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:19,communication.Ticket.ticket_started_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,ticket_status,declared,smallInteger(1),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:18,communication.Ticket.ticket_status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,ticket_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:14,communication.Ticket.ticket_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket,updated_at,declared,dateTime(),False,False,False,console/migrations/m240612_071616_ticket.php:21,common/models/Ticket.php:24,communication.Ticket.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_attachment,attachment_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:53,common/models/TicketAttachment.php:15,communication.TicketAttachment.attachment_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_attachment,ticket_attachment_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:53,common/models/TicketAttachment.php:13,communication.TicketAttachment.ticket_attachment_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_attachment,ticket_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:53,common/models/TicketAttachment.php:14,communication.TicketAttachment.ticket_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment,candidate_id,declared,integer(11),False,False,False,console/migrations/m240612_071616_ticket.php:85,common/models/TicketComment.php:16,communication.TicketComment.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment,created_at,declared,dateTime(),False,False,False,console/migrations/m240612_071616_ticket.php:85,common/models/TicketComment.php:19,communication.TicketComment.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment,staff_id,declared,integer(11),False,False,False,console/migrations/m240612_071616_ticket.php:85,common/models/TicketComment.php:17,communication.TicketComment.staff_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment,ticket_comment_detail,declared,text(),False,False,False,console/migrations/m240612_071616_ticket.php:85,common/models/TicketComment.php:18,communication.TicketComment.ticket_comment_detail,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment,ticket_comment_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:85,common/models/TicketComment.php:14,communication.TicketComment.ticket_comment_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment,ticket_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:85,common/models/TicketComment.php:15,communication.TicketComment.ticket_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment,updated_at,declared,dateTime(),False,False,False,console/migrations/m240612_071616_ticket.php:85,common/models/TicketComment.php:20,communication.TicketComment.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment_attachment,attachment_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:121,common/models/TicketCommentAttachment.php:15,communication.TicketCommentAttachment.attachment_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment_attachment,ticket_comment_attachment_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:121,common/models/TicketCommentAttachment.php:13,communication.TicketCommentAttachment.ticket_comment_attachment_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,ticket_comment_attachment,ticket_comment_uuid,declared,char(60),False,False,False,console/migrations/m240612_071616_ticket.php:121,common/models/TicketCommentAttachment.php:14,communication.TicketCommentAttachment.ticket_comment_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,company_id,declared,integer(),False,False,False,console/migrations/m170227_122635_company_transfer.php:9,common/models/Transfer.php:20,finance.Transfer.company_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,company_total,declared,"decimal(12, 3)",False,False,False,console/migrations/m170428_113508_invoice.php:13,common/models/Transfer.php:24,finance.Transfer.company_total,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,contract_type,declared,string(),True,False,False,console/migrations/m241104_073200_contract.php:36,common/models/Transfer.php:22,finance.Transfer.contract_type,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,contract_uuid,declared,char(60),False,False,False,console/migrations/m241104_073200_contract.php:15,common/models/Transfer.php:21,finance.Transfer.contract_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,currency_code,declared,char(3),False,False,False,console/migrations/m240214_084103_multi_currency.php:224,common/models/Transfer.php:26,finance.Transfer.currency_code,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,deleted,declared,smallInteger(1),True,False,False,console/migrations/m170608_114707_soft_delete.php:11,,finance.Transfer.deleted,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,end_date,declared,date(),False,False,False,console/migrations/m201022_063511_transfer_changes.php:16,common/models/Transfer.php:30,finance.Transfer.end_date,LocalDate,preserve relative dates with coherent synthetic calendar; invalid date HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,parent_transfer_id,declared,integer(11),False,False,False,console/migrations/m170428_113508_invoice.php:15,common/models/Transfer.php:19,finance.Transfer.parent_transfer_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,payment_received_on,declared,date(),False,False,False,console/migrations/m170428_113508_invoice.php:14,common/models/Transfer.php:27,finance.Transfer.payment_received_on,LocalDate,preserve relative dates with coherent synthetic calendar; invalid date HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,start_date,declared,date(),False,False,False,console/migrations/m201022_063511_transfer_changes.php:15,common/models/Transfer.php:29,finance.Transfer.start_date,LocalDate,preserve relative dates with coherent synthetic calendar; invalid date HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,total,declared,"decimal(12, 3)",False,False,False,console/migrations/m170428_113508_invoice.php:12,common/models/Transfer.php:23,finance.Transfer.total,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,transfer_cost,declared,"decimal(12,3)",False,False,False,console/migrations/m240812_080436_transfer_rate.php:61,common/models/Transfer.php:25,finance.Transfer.transfer_cost,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,transfer_created_at,declared,datetime(),True,False,False,console/migrations/m170227_122635_company_transfer.php:9,common/models/Transfer.php:33,finance.Transfer.transfer_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,transfer_created_by,declared,literal-or-annotation:string,False,False,False,console/migrations/m201214_110450_transfer_staff.php:15,common/models/Transfer.php:31,finance.Transfer.transfer_created_by,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,transfer_id,declared,primaryKey(),False,True,False,console/migrations/m170227_122635_company_transfer.php:9,common/models/Transfer.php:18,finance.Transfer.transfer_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,transfer_status,declared,smallInteger(),True,False,False,console/migrations/m170227_122635_company_transfer.php:9,common/models/Transfer.php:28,finance.Transfer.transfer_status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,transfer_updated_at,declared,datetime(),True,False,False,console/migrations/m170227_122635_company_transfer.php:9,common/models/Transfer.php:34,finance.Transfer.transfer_updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer,transfer_updated_by,declared,literal-or-annotation:string,False,False,False,console/migrations/m201214_110450_transfer_staff.php:17,common/models/Transfer.php:32,finance.Transfer.transfer_updated_by,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_bank_advice,created_at,declared,dateTime(),False,False,False,console/migrations/m241001_072924_advice.php:21,common/models/TransferBankAdvice.php:18,finance.TransferBankAdvice.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_bank_advice,created_by,declared,integer(11),False,False,False,console/migrations/m241001_072924_advice.php:21,common/models/TransferBankAdvice.php:17,finance.TransferBankAdvice.created_by,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_bank_advice,file_path,declared,string(),False,False,False,console/migrations/m241001_072924_advice.php:21,common/models/TransferBankAdvice.php:16,finance.TransferBankAdvice.file_path,DocumentReference,substitute bytes; private owner/type/version; unsupported type HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_bank_advice,is_deleted,declared,boolean(),False,False,False,console/migrations/m241001_072924_advice.php:21,,finance.TransferBankAdvice.is_deleted,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_bank_advice,serial_no,declared,integer(11),False,False,False,console/migrations/m241001_072924_advice.php:21,common/models/TransferBankAdvice.php:15,finance.TransferBankAdvice.serial_no,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_bank_advice,tba_uuid,declared,char(60),False,False,False,console/migrations/m241001_072924_advice.php:21,common/models/TransferBankAdvice.php:14,finance.TransferBankAdvice.tba_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_bank_advice,updated_at,declared,dateTime(),False,False,False,console/migrations/m241001_072924_advice.php:21,common/models/TransferBankAdvice.php:19,finance.TransferBankAdvice.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,bank_id,declared,integer(11),False,False,False,console/migrations/m200721_082533_candidate_bank.php:15,common/models/TransferCandidate.php:22,finance.TransferCandidate.bank_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,bonus,declared,"decimal(10, 3)",False,False,False,console/migrations/m170227_122635_company_transfer.php:32,common/models/TransferCandidate.php:32,finance.TransferCandidate.bonus,ExactDecimal,synthetic balanced amounts; currency/scale validation; counter overrides apply,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,bonus_commission,declared,"decimal(10, 3)",False,False,False,console/migrations/m171107_071516_company_hourly_rate.php:21,common/models/TransferCandidate.php:33,finance.TransferCandidate.bonus_commission,ExactDecimal,synthetic balanced amounts; currency/scale validation; counter overrides apply,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,candidate_hourly_rate,declared,"decimal(10, 3)",False,False,False,console/migrations/m170627_143529_candidate_hourly.php:9,common/models/TransferCandidate.php:27,finance.TransferCandidate.candidate_hourly_rate,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,candidate_id,declared,integer(),False,False,False,console/migrations/m170227_122635_company_transfer.php:32,common/models/TransferCandidate.php:15,finance.TransferCandidate.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,candidate_total,declared,"decimal(10,3)",False,False,False,console/migrations/m210628_063748_transfer_candidate_total_fields.php:15,common/models/TransferCandidate.php:35,finance.TransferCandidate.candidate_total,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,company_email,declared,string(225),False,False,False,console/migrations/m230125_093830_update_transfer.php:16,common/models/TransferCandidate.php:21,finance.TransferCandidate.company_email,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,company_hourly_rate,declared,"decimal(10, 3)",False,False,False,console/migrations/m170627_143529_candidate_hourly.php:10,common/models/TransferCandidate.php:28,finance.TransferCandidate.company_hourly_rate,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,company_id,declared,integer(11),False,False,False,console/migrations/m170622_120801_transfer_candidate.php:11,common/models/TransferCandidate.php:19,finance.TransferCandidate.company_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,company_name,declared,string(225),False,False,False,console/migrations/m230125_093830_update_transfer.php:15,common/models/TransferCandidate.php:20,finance.TransferCandidate.company_name,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,company_total,declared,"decimal(10,3)",False,False,False,console/migrations/m210628_063748_transfer_candidate_total_fields.php:16,common/models/TransferCandidate.php:36,finance.TransferCandidate.company_total,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,contract_uuid,declared,char(60),False,False,False,console/migrations/m250306_191700_transfer_contract.php:19,,finance.TransferCandidate.contract_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,currency_code,declared,char(3),False,False,False,console/migrations/m240214_084103_multi_currency.php:251,common/models/TransferCandidate.php:37,finance.TransferCandidate.currency_code,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,deleted,declared,smallInteger(1),True,False,False,console/migrations/m201030_101802_soft_delete.php:18,,finance.TransferCandidate.deleted,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,hours,declared,literal-or-annotation:decimal,False,False,False,console/migrations/m210702_141750_hourly.php:15,common/models/TransferCandidate.php:29,finance.TransferCandidate.hours,ExactDecimal,preserve original unit; convert to exact duration; no float multiplication,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,is_candidate_notified,declared,boolean(),False,False,False,console/migrations/m250205_112835_candidate_notified.php:22,,finance.TransferCandidate.is_candidate_notified,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,minutes,declared,tinyInteger(2),False,False,False,console/migrations/m240909_095100_transfer.php:15,common/models/TransferCandidate.php:30,finance.TransferCandidate.minutes,ExactDecimal,preserve original unit; convert to exact duration; no float multiplication,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,paid,declared,smallInteger(1),True,False,False,console/migrations/m170510_120824_transfer_paid.php:9,common/models/TransferCandidate.php:39,finance.TransferCandidate.paid,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,prev_candidate_id,declared,integer(11),False,False,False,console/migrations/m240919_120739_transfer.php:15,common/models/TransferCandidate.php:16,finance.TransferCandidate.prev_candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,seconds,declared,tinyInteger(2),False,False,False,console/migrations/m240909_095100_transfer.php:19,common/models/TransferCandidate.php:31,finance.TransferCandidate.seconds,ExactDecimal,preserve original unit; convert to exact duration; no float multiplication,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,store_id,declared,integer(11),False,False,False,console/migrations/m170622_120801_transfer_candidate.php:9,common/models/TransferCandidate.php:17,finance.TransferCandidate.store_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,store_name,declared,string(225),False,False,False,console/migrations/m230125_093830_update_transfer.php:17,common/models/TransferCandidate.php:18,finance.TransferCandidate.store_name,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,tc_created_at,declared,datetime(),True,False,False,console/migrations/m170227_122635_company_transfer.php:32,common/models/TransferCandidate.php:40,finance.TransferCandidate.tc_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
